Date,QQQ,TLT
2015-08-05,103.70203399658203,90.52522277832031
2015-08-06,102.03910827636719,91.32894134521484
2015-08-07,101.9097900390625,92.5269546508789
2015-08-10,103.0738296508789,91.38097381591797
2015-08-11,101.75272369384766,92.83207702636719
2015-08-12,102.1037826538086,92.32605743408203
2015-08-13,101.93746948242188,92.02832794189453
2015-08-14,102.09455108642578,92.24417877197266
2015-08-17,102.94448852539062,92.66089630126953
2015-08-18,102.41791534423828,91.93164825439453
2015-08-19,101.74349212646484,92.83950805664062
2015-08-20,98.92576599121094,93.77713012695312
2015-08-21,94.60213470458984,94.05992889404297
2015-08-24,90.96216583251953,94.0301284790039
2015-08-25,90.62033081054688,92.51952362060547
2015-08-26,95.18417358398438,90.73356628417969
2015-08-27,97.59539794921875,90.78568267822266
2015-08-28,97.57691955566406,91.05357360839844
2015-08-31,96.36670684814453,90.35403442382812
2015-09-01,93.35491943359375,91.00511932373047
2015-09-02,95.98790740966797,90.22203826904297
2015-09-03,95.51675415039062,90.66207885742188
2015-09-04,94.38040924072266,91.4898452758789
2015-09-08,97.04109191894531,90.14002990722656
2015-09-09,95.95095825195312,90.57261657714844
2015-09-10,96.9948959350586,89.96106719970703
2015-09-11,97.53074645996094,90.52784729003906
2015-09-14,97.23511505126953,90.66947937011719
2015-09-15,98.38066864013672,88.93193054199219
2015-09-16,98.93497467041016,88.59632110595703
2015-09-17,98.97191619873047,89.67769622802734
2015-09-18,97.56429290771484,91.05728149414062
2015-09-21,97.8698959350586,89.57325744628906
2015-09-22,96.4066390991211,90.81867218017578
2015-09-23,96.48075103759766,90.81121826171875
2015-09-24,96.12881469726562,91.43019104003906
2015-09-25,95.31385803222656,90.63970184326172
2015-09-28,92.60040283203125,92.19091033935547
2015-09-29,92.11882781982422,92.451904296875
2015-09-30,94.23958587646484,92.1312026977539
2015-10-01,94.66557312011719,92.52429962158203
2015-10-02,96.32330322265625,93.08475494384766
2015-10-05,97.70319366455078,91.82181549072266
2015-10-06,97.2401351928711,92.21791076660156
2015-10-07,97.8235855102539,91.91155242919922
2015-10-08,98.21257019042969,91.14179992675781
2015-10-09,98.65706634521484,91.38089752197266
2015-10-12,98.89786529541016,92.07588958740234
2015-10-13,98.25885009765625,92.23287200927734
2015-10-14,98.10140991210938,93.03996276855469
2015-10-15,99.71282958984375,92.58407592773438
2015-10-16,100.12955474853516,92.61390686035156
2015-10-19,100.70375061035156,92.35990142822266
2015-10-20,100.18511199951172,91.79196166992188
2015-10-21,99.57392120361328,92.70369720458984
2015-10-22,101.60203552246094,92.8605728149414
2015-10-23,104.44514465332031,92.06844329833984
2015-10-26,104.51001739501953,92.68126678466797
2015-10-27,104.72300720214844,92.91285705566406
2015-10-28,105.59353637695312,92.53923797607422
2015-10-29,105.42683410644531,91.06703186035156
2015-10-30,104.95450592041016,91.75460052490234
2015-11-02,106.1399154663086,91.33291625976562
2015-11-03,106.51036071777344,90.583984375
2015-11-04,106.5196304321289,90.6888198852539
